cell_id,lat_deg,lon_w_deg,hemisphere,is_valid,range_id,e_min_mev,e_max_mev
612,-33,150,leading,1,146,55.2782217,100
613,-33,162,leading,1,153,64.964377,100
614,-33,174,leading,1,166,79.914387,100
615,-33,186,trailing,1,33,0.00693129409,0.0368385719
616,-33,198,trailing,1,52,0.01,0.0694128007
617,-33,210,trailing,1,58,0.01,0.1301839
618,-33,222,trailing,1,64,0.01,0.240264908
619,-33,234,trailing,1,67,0.01,0.431337691
620,-33,246,trailing,1,69,0.01,0.74633957
621,-33,258,trailing,1,71,0.01,1.13508272
622,-33,270,trailing,1,72,0.01,1.33987268
623,-33,282,trailing,1,71,0.01,1.13508272
624,-33,294,trailing,1,69,0.01,0.74633957
625,-33,306,trailing,1,67,0.01,0.431337691
626,-33,318,trailing,1,64,0.01,0.240264908
627,-33,330,trailing,1,58,0.01,0.1301839
628,-33,342,trailing,1,52,0.01,0.0694128007
629,-33,354,trailing,1,33,0.00693129409,0.0368385719
630,-39,6,leading,1,174,91.3338221,100
631,-39,18,leading,1,161,76.2927604,100
632,-39,30,leading,1,154,65.8420628,100
633,-39,42,leading,1,149,58.8690998,100
634,-39,54,leading,1,145,54.3962532,100
635,-39,66,leading,1,143,51.5330378,100
636,-39,78,leading,1,142,50.0281834,100
637,-39,90,leading,1,141,49.5175113,100
638,-39,102,leading,1,142,50.0281834,100
639,-39,114,leading,1,143,51.5330378,100
640,-39,126,leading,1,145,54.3962532,100
641,-39,138,leading,1,149,58.8690998,100
642,-39,150,leading,1,154,65.8420628,100
643,-39,162,leading,1,161,76.2927604,100
644,-39,174,leading,1,174,91.3338221,100
645,-39,186,trailing,1,25,0.00553706919,0.0251602826
646,-39,198,trailing,1,42,0.00925492237,0.040634605
647,-39,210,trailing,1,51,0.01,0.0664371824
648,-39,222,trailing,1,55,0.01,0.102448417
649,-39,234,trailing,1,60,0.01,0.146751751
650,-39,246,trailing,1,62,0.01,0.193483227
651,-39,258,trailing,1,63,0.01,0.232639439
652,-39,270,trailing,1,65,0.01,0.249286264
653,-39,282,trailing,1,63,0.01,0.232639439
654,-39,294,trailing,1,62,0.01,0.193483227
655,-39,306,trailing,1,60,0.01,0.146751751
656,-39,318,trailing,1,55,0.01,0.102448417
657,-39,330,trailing,1,51,0.01,0.0664371824
658,-39,342,trailing,1,42,0.00925492237,0.040634605
659,-39,354,trailing,1,25,0.00553706919,0.0251602826
660,-45,6,leading,0,-1,100.536662,100
661,-45,18,leading,1,169,87.2478849,100
662,-45,30,leading,1,162,76.554526,100
663,-45,42,leading,1,158,69.1721139,100
664,-45,54,leading,1,152,63.9985295,100
665,-45,66,leading,1,151,60.7415604,100
666,-45,78,leading,1,150,59.0033253,100
667,-45,90,leading,1,148,58.3453507,100
668,-45,102,leading,1,150,59.0033253,100
669,-45,114,leading,1,151,60.7415604,100
670,-45,126,leading,1,152,63.9985295,100
671,-45,138,leading,1,158,69.1721139,100
672,-45,150,leading,1,162,76.554526,100
673,-45,162,leading,1,169,87.2478849,100
674,-45,174,leading,0,-1,100.536662,100
675,-45,186,trailing,1,20,0.00473546711,0.0187562791
676,-45,198,trailing,1,34,0.00698921888,0.027429577
677,-45,210,trailing,1,44,0.00988773758,0.0405792627
678,-45,222,trailing,1,48,0.01,0.0570660995
679,-45,234,trailing,1,53,0.01,0.0752381692
680,-45,246,trailing,1,54,0.01,0.0925727663
681,-45,258,trailing,1,56,0.01,0.105320098
682,-45,270,trailing,1,57,0.01,0.110286222
683,-45,282,trailing,1,56,0.01,0.105320098
684,-45,294,trailing,1,54,0.01,0.0925727663
685,-45,306,trailing,1,53,0.01,0.0752381692
686,-45,318,trailing,1,48,0.01,0.0570660995
687,-45,330,trailing,1,44,0.00988773758,0.0405792627
688,-45,342,trailing,1,34,0.00698921888,0.027429577
689,-45,354,trailing,1,20,0.00473546711,0.0187562791
690,-51,6,leading,0,-1,101,100
691,-51,18,leading,1,177,98.2545283,100
692,-51,30,leading,1,170,87.5568411,100
693,-51,42,leading,1,165,79.7598986,100
694,-51,54,leading,1,160,74.4741068,100
695,-51,66,leading,1,159,70.8824484,100
696,-51,78,leading,1,157,68.9709437,100
697,-51,90,leading,1,156,68.2018154,100
698,-51,102,leading,1,157,68.9709437,100
699,-51,114,leading,1,159,70.8824484,100
700,-51,126,leading,1,160,74.4741068,100
701,-51,138,leading,1,165,79.7598986,100
702,-51,150,leading,1,170,87.5568411,100
703,-51,162,leading,1,177,98.2545283,100
704,-51,174,leading,0,-1,101,100
705,-51,186,trailing,1,13,0.00420404601,0.014777103
706,-51,198,trailing,1,26,0.00565865566,0.0201442952
707,-51,210,trailing,1,36,0.00736823635,0.0276835073
708,-51,222,trailing,1,40,0.00914568856,0.0363312332
709,-51,234,trailing,1,46,0.01,0.045533304
710,-51,246,trailing,1,47,0.01,0.0535012812
711,-51,258,trailing,1,49,0.01,0.0594822234
712,-51,270,trailing,1,50,0.01,0.0617156344
713,-51,282,trailing,1,49,0.01,0.0594822234
714,-51,294,trailing,1,47,0.01,0.0535012812
715,-51,306,trailing,1,46,0.01,0.045533304
716,-51,318,trailing,1,40,0.00914568856,0.0363312332
717,-51,330,trailing,1,36,0.00736823635,0.0276835073
718,-51,342,trailing,1,26,0.00565865566,0.0201442952
719,-51,354,trailing,1,13,0.00420404601,0.014777103
720,-57,6,leading,0,-1,101,100
721,-57,18,leading,0,-1,101,100
722,-57,30,leading,1,178,98.6363201,100
723,-57,42,leading,1,172,91.0534967,100
724,-57,54,leading,1,168,85.4181173,100
725,-57,66,leading,1,167,81.744103,100
726,-57,78,leading,1,164,79.6836942,100
727,-57,90,leading,1,163,79.0159304,100
728,-57,102,leading,1,164,79.6836942,100
729,-57,114,leading,1,167,81.744103,100
730,-57,126,leading,1,168,85.4181173,100
731,-57,138,leading,1,172,91.0534967,100
732,-57,150,leading,1,178,98.6363201,100
733,-57,162,leading,0,-1,101,100
734,-57,174,leading,0,-1,101,100
735,-57,186,trailing,1,9,0.00388983446,0.0122473565
736,-57,198,trailing,1,22,0.00484127684,0.0157071738
737,-57,210,trailing,1,30,0.00591011855,0.0201442952
738,-57,222,trailing,1,32,0.00687757041,0.0251304404
739,-57,234,trailing,1,37,0.00765542886,0.030216219
740,-57,246,trailing,1,39,0.00798978047,0.0345357693
741,-57,258,trailing,1,38,0.00780277667,0.0375221006
742,-57,270,trailing,1,45,0.01,0.0387520023
743,-57,282,trailing,1,38,0.00780277667,0.0375221006
744,-57,294,trailing,1,39,0.00798978047,0.0345357693
745,-57,306,trailing,1,37,0.00765542886,0.030216219
746,-57,318,trailing,1,32,0.00687757041,0.0251304404
747,-57,330,trailing,1,30,0.00591011855,0.0201442952
748,-57,342,trailing,1,22,0.00484127684,0.0157071738
749,-57,354,trailing,1,9,0.00388983446,0.0122473565
750,-63,6,leading,0,-1,101,100
751,-63,18,leading,0,-1,101,100
752,-63,30,leading,0,-1,101,100
753,-63,42,leading,0,-1,100.608317,100
754,-63,54,leading,1,176,96.9581383,100
755,-63,66,leading,1,175,93.2875411,100
756,-63,78,leading,1,173,91.0707497,100
757,-63,90,leading,1,171,90.5905449,100
758,-63,102,leading,1,173,91.0707497,100
759,-63,114,leading,1,175,93.2875411,100
760,-63,126,leading,1,176,96.9581383,100
761,-63,138,leading,0,-1,100.608317,100
762,-63,150,leading,0,-1,101,100
763,-63,162,leading,0,-1,101,100
764,-63,174,leading,0,-1,101,100
765,-63,186,trailing,1,5,0.00367589245,0.0104833928
766,-63,198,trailing,1,14,0.00430902077,0.0127659467
767,-63,210,trailing,1,23,0.00495452308,0.0155630979
768,-63,222,trailing,1,24,0.00550593023,0.018541039
769,-63,234,trailing,1,29,0.0058797137,0.0213877492
770,-63,246,trailing,1,31,0.00596919131,0.0237786993
771,-63,258,trailing,1,27,0.00572302741,0.0254802158
772,-63,270,trailing,1,41,0.00916805371,0.0260740266
773,-63,282,trailing,1,27,0.00572302741,0.0254802158
774,-63,294,trailing,1,31,0.00596919131,0.0237786993
775,-63,306,trailing,1,29,0.0058797137,0.0213877492
776,-63,318,trailing,1,24,0.00550593023,0.018541039
777,-63,330,trailing,1,23,0.00495452308,0.0155630979
778,-63,342,trailing,1,14,0.00430902077,0.0127659467
779,-63,354,trailing,1,5,0.00367589245,0.0104833928
780,-69,6,leading,0,-1,101,100
781,-69,18,leading,0,-1,101,100
782,-69,30,leading,0,-1,101,100
783,-69,42,leading,0,-1,101,100
784,-69,54,leading,0,-1,101,100
785,-69,66,leading,0,-1,101,100
786,-69,78,leading,0,-1,101,100
787,-69,90,leading,0,-1,100.616667,100
788,-69,102,leading,0,-1,101,100
789,-69,114,leading,0,-1,101,100
790,-69,126,leading,0,-1,101,100
791,-69,138,leading,0,-1,101,100
792,-69,150,leading,0,-1,101,100
793,-69,162,leading,0,-1,101,100
794,-69,174,leading,0,-1,101,100
795,-69,186,trailing,0,-1,0,0
796,-69,198,trailing,1,12,0.00396140377,0.010814763
797,-69,210,trailing,1,15,0.0043098323,0.0125328264
798,-69,222,trailing,1,17,0.00457382154,0.0143244527
799,-69,234,trailing,1,19,0.00470756892,0.0159257924
800,-69,246,trailing,1,18,0.00467036693,0.0173029064
801,-69,258,trailing,1,16,0.00441629758,0.0182024591
802,-69,270,trailing,1,35,0.00714022099,0.018541039
803,-69,282,trailing,1,16,0.00441629758,0.0182024591
804,-69,294,trailing,1,18,0.00467036693,0.0173029064
805,-69,306,trailing,1,19,0.00470756892,0.0159257924
806,-69,318,trailing,1,17,0.00457382154,0.0143244527
807,-69,330,trailing,1,15,0.0043098323,0.0125328264
808,-69,342,trailing,1,12,0.00396140377,0.010814763
809,-69,354,trailing,0,-1,0,0
810,-75,6,leading,0,-1,101,100
811,-75,18,leading,0,-1,101,100
812,-75,30,leading,0,-1,101,100
813,-75,42,leading,0,-1,101,100
814,-75,54,leading,0,-1,101,100
815,-75,66,leading,0,-1,101,100
816,-75,78,leading,0,-1,101,100
817,-75,90,leading,0,-1,101,100
818,-75,102,leading,0,-1,101,100
819,-75,114,leading,0,-1,101,100
820,-75,126,leading,0,-1,101,100
821,-75,138,leading,0,-1,101,100
822,-75,150,leading,0,-1,101,100
823,-75,162,leading,0,-1,101,100
824,-75,174,leading,0,-1,101,100
825,-75,186,trailing,0,-1,0,0
826,-75,198,trailing,1,6,0.00375,0.00378471576
827,-75,210,trailing,1,8,0.00386038415,0.0104715267
828,-75,222,trailing,1,11,0.00394858383,0.0114823298
829,-75,234,trailing,1,10,0.00391697528,0.0123607842
830,-75,246,trailing,1,7,0.00378006392,0.0130634543
831,-75,258,trailing,1,4,0.00352535997,0.0135539548
832,-75,270,trailing,1,28,0.00575252869,0.0137426041
833,-75,282,trailing,1,4,0.00352535997,0.0135539548
834,-75,294,trailing,1,7,0.00378006392,0.0130634543
835,-75,306,trailing,1,10,0.00391697528,0.0123607842
836,-75,318,trailing,1,11,0.00394858383,0.0114823298
837,-75,330,trailing,1,8,0.00386038415,0.0104715267
838,-75,342,trailing,1,6,0.00375,0.00378471576
839,-75,354,trailing,0,-1,0,0
840,-81,6,leading,0,-1,101,100
841,-81,18,leading,0,-1,101,100
842,-81,30,leading,0,-1,101,100
843,-81,42,leading,0,-1,101,100
844,-81,54,leading,0,-1,101,100
845,-81,66,leading,0,-1,101,100
846,-81,78,leading,0,-1,101,100
847,-81,90,leading,0,-1,101,100
848,-81,102,leading,0,-1,101,100
849,-81,114,leading,0,-1,101,100
850,-81,126,leading,0,-1,101,100
851,-81,138,leading,0,-1,101,100
852,-81,150,leading,0,-1,101,100
853,-81,162,leading,0,-1,101,100
854,-81,174,leading,0,-1,101,100
855,-81,186,trailing,0,-1,0,0
856,-81,198,trailing,0,-1,0,0
857,-81,210,trailing,0,-1,0,0
858,-81,222,trailing,1,3,0.00349801846,0.00454165891
859,-81,234,trailing,1,2,0.00335988614,0.00477777309
860,-81,246,trailing,1,1,0.00316860331,0.0102330478
861,-81,258,trailing,1,0,0.00290113671,0.0104233904
862,-81,270,trailing,1,21,0.00475581026,0.0105198853
863,-81,282,trailing,1,0,0.00290113671,0.0104233904
864,-81,294,trailing,1,1,0.00316860331,0.0102330478
865,-81,306,trailing,1,2,0.00335988614,0.00477777309
866,-81,318,trailing,1,3,0.00349801846,0.00454165891
867,-81,330,trailing,0,-1,0,0
868,-81,342,trailing,0,-1,0,0
869,-81,354,trailing,0,-1,0,0
870,-87,6,leading,0,-1,101,100
871,-87,18,leading,0,-1,101,100
872,-87,30,leading,0,-1,101,100
873,-87,42,leading,0,-1,101,100
874,-87,54,leading,0,-1,101,100
875,-87,66,leading,0,-1,101,100
876,-87,78,leading,0,-1,101,100
877,-87,90,leading,0,-1,101,100
878,-87,102,leading,0,-1,101,100
879,-87,114,leading,0,-1,101,100
880,-87,126,leading,0,-1,101,100
881,-87,138,leading,0,-1,101,100
882,-87,150,leading,0,-1,101,100
883,-87,162,leading,0,-1,101,100
884,-87,174,leading,0,-1,101,100
885,-87,186,trailing,0,-1,0,0
886,-87,198,trailing,0,-1,0,0
887,-87,210,trailing,0,-1,0,0
888,-87,222,trailing,0,-1,0,0
889,-87,234,trailing,0,-1,0,0
890,-87,246,trailing,0,-1,0,0
891,-87,258,trailing,0,-1,0,0
892,-87,270,trailing,0,-1,0,0
893,-87,282,trailing,0,-1,0,0
894,-87,294,trailing,0,-1,0,0
895,-87,306,trailing,0,-1,0,0
896,-87,318,trailing,0,-1,0,0
897,-87,330,trailing,0,-1,0,0
898,-87,342,trailing,0,-1,0,0
899,-87,354,trailing,0,-1,0,0
